Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330853 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 340455 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319542 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313432 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 314847 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 306896 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327741 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 339543 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 304860 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318177 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319274 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 350064 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313140 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 331541 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 261878 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 306918 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 308750 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 278066 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 271689 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 333238 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 354174 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 43 milliseconds, 431879 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 298714 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 325096 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 333735 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334712 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 317365 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328314 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 307796 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 342360 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323623 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323759 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318615 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310605 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323170 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 305540 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 312077 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310985 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 297869 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 321782 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 306361 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318398 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 303043 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 322263 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 302901 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318043 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 320341 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 320362 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 355996 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 298618 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 326411 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 347399 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 306811 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 38 milliseconds, 387512 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 321740 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 36 milliseconds, 361987 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 323099 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328519 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 308361 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 297316 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 324360 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 339479 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 321772 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 304924 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318712 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 298662 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 324683 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 303313 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 314635 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 262002 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 24 milliseconds, 249325 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 326511 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 305194 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 311950 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 343658 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 295491 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315277 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 275370 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 305263 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330702 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 325857 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 342571 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 320385 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318176 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 304463 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 339737 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 312099 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327194 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 329709 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 335579 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 314983 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 296938 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 357165 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 347239 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 320655 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 329306 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 298100 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334515 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 25 milliseconds, 258927 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 299805 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 308574 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 308324 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328316 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318033 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 339796 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319782 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 296740 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 336560 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 345676 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334676 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 37 milliseconds, 375947 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327649 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 311342 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316237 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 299427 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 325739 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 308735 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327777 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 291568 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 261367 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 309926 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 312230 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 322934 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330062 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 317485 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330295 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 297480 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 305931 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 296537 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 300732 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 317010 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334085 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 25 milliseconds, 254294 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 269582 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 38 milliseconds, 383325 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 321381 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330893 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 321459 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 321895 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 303082 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 302729 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 307492 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 317308 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 311003 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 325080 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310932 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 297053 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 293857 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315664 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 314001 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 304666 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319469 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 299873 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 28 milliseconds, 285983 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318872 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 295966 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 302228 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 311566 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 291834 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 25 milliseconds, 254372 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 297046 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 317821 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315979 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 314921 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319701 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 314643 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 317053 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318200 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318808 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 322012 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 304979 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334744 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 335294 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 324921 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328193 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 324138 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 321305 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 302204 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313576 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327926 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 296976 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328732 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 296344 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 276361 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 27 milliseconds, 275059 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 332095 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 306914 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 346845 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 302192 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330914 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 329170 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310965 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 350911 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 331245 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 302165 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313426 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 339077 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334557 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 305675 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 330410 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 331111 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 35 milliseconds, 359746 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 321246 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 337630 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 308296 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315822 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316773 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 311670 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 25 milliseconds, 255007 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 326550 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328618 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 297223 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 344462 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 320233 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 303597 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313412 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310027 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 332890 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 325728 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 314436 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316537 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318928 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310362 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 329065 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 314641 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 329700 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 339976 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334344 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 318137 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 300237 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 325357 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 301030 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 311446 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 295819 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327892 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 305711 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 347915 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 29 milliseconds, 295176 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319921 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 317366 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 316264 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 304446 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 334682 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 329879 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 321880 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 333475 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 313295 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 26 milliseconds, 263414 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315960 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 341167 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 30 milliseconds, 306539 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 33 milliseconds, 337390 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 312448 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 319707 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310843 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 34 milliseconds, 343208 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 327938 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 315373 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 328077 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 32 milliseconds, 322889 ticks
Time taken: 0 days, 0 hours, 0 minutes, 0 seconds, 31 milliseconds, 310061 ticks
